"Name","Location","Type","Param Count","Function Name","Data Type","Preview"
"Translate","External[0000f59c]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TMatrix44::Translate","void","void Translate(TMatrix44 * this\, TVector3 * param_1)"
"TAABox","External[0000f5d0]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TAABox::TAABox","undefined","undefined TAABox(TAABox * this)"
"BoxUnion","External[0000f5ea]","External Function","3","TKERNELINTERFACE.DLL::Toshi::TAABox::BoxUnion","void","void BoxUnion(TAABox * this\, TAABox * param_1\, uint param_2)"
"ComparePlane","External[0000f612]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TAABox::ComparePlane","PlaneComparison","PlaneComparison ComparePlane(TAABox * this\, TPlane * param_1)"
"DistanceSq","External[0000f65a]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TVector3::DistanceSq","float","float DistanceSq(TVector3 * param_1\, TVector3 * param_2)"
"TGenericListener","External[0000f686]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TGenericListener::TGenericListener","undefined","undefined TGenericListener(TGenericListener * this)"
"Identity","External[0000f6aa]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TMatrix44::Identity","void","void Identity(TMatrix44 * this)"
"tmemalign","External[0000f6ce]","External Function","2","TKERNELINTERFACE.DLL::tmemalign","void *","void * tmemalign(int param_1\, int param_2)"
"~TGenericListener","External[0000f6e6]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TGenericListener::~TGenericListener","void","void ~TGenericListener(TGenericListener * this)"
"RemoveAll","External[0000f70a]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TGenericDList::RemoveAll","void","void RemoveAll(TGenericDList * this)"
"tfree","External[0000f734]","External Function","1","TKERNELINTERFACE.DLL::tfree","void","void tfree(void * param_1)"
"Update","External[0000f748]","External Function","1","TKERNELINTERFACE.DLL::Toshi::THPTimer::Update","void","void Update(THPTimer * this)"
"GetCurrent","External[0000f76a]","External Function","1","TKERNELINTERFACE.DLL::Toshi::THPTimer::GetCurrent","float","float GetCurrent(THPTimer * this)"
"~THPTimer","External[0000f790]","External Function","1","TKERNELINTERFACE.DLL::Toshi::THPTimer::~THPTimer","void","void ~THPTimer(THPTimer * this)"
"THPTimer","External[0000f7ac]","External Function","1","TKERNELINTERFACE.DLL::Toshi::THPTimer::THPTimer","undefined","undefined THPTimer(THPTimer * this)"
"Connect","External[0000f7c8]","External Function","5","TKERNELINTERFACE.DLL::Toshi::TGenericListener::Connect","void","void Connect(TGenericListener * this\, TGenericEmitter * param_1\, void * param_2\, _func_bool_void_ptr_void_ptr_void_ptr * param_3\, int param_4)"
"Find","External[0000f816]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TClass::Find","TClass *","TClass * Find(char * param_1\, TClass * param_2)"
"IsA","External[0000f840]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TClass::IsA","bool","bool IsA(TClass * this\, TClass * param_1)"
"CreateObject","External[0000f864]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TClass::CreateObject","TObject *","TObject * CreateObject(TClass * this)"
"Disconnect","External[0000f896]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TGenericListener::Disconnect","void","void Disconnect(TGenericListener * this)"
"CeilToInt","External[0000f8c4]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TMath::CeilToInt","int","int CeilToInt(float param_1)"
"Add","External[0000f8e6]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TVector2::Add","void","void Add(TVector2 * this\, TVector2 * param_1)"
"operator+","External[0000f90a]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TVector2::operator+","TVector2","TVector2 operator+(TVector2 * this\, TVector2 * param_1)"
"GetCurrentRenderContext","External[0000f948]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::GetCurrentRenderContext","TRenderContext *","TRenderContext * GetCurrentRenderContext(TRenderInterface * this)"
"GetRenderer","External[0000f996]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::GetRenderer","TRenderInterface *","TRenderInterface * GetRenderer(TResource * this)"
"s_Interface","External[0000f9d2]","External Data","","","TRenderInterface *","s_Interface"
"SetMaterial","External[0000fa02]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TMesh::SetMaterial","void","void SetMaterial(TMesh * this\, TMaterial * param_1)"
"GetSystemResource","External[0000fa34]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::GetSystemResource","TResource *","TResource * GetSystemResource(TRenderInterface * this\, SYSRESOURCES param_1)"
"SetFlag","External[0000fa88]","External Function","3","TRENDERINTERFACE.DLL::Toshi::TMaterial::SetFlag","void","void SetFlag(TMaterial * this\, uint param_1\, bool param_2)"
"FindOrphanedResource","External[0000faae]","External Function","3","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::FindOrphanedResource","TResource *","TResource * FindOrphanedResource(TRenderInterface * this\, char * param_1\, TResource * param_2)"
"SetAsLastChild","External[0000fafc]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::SetAsLastChild","void","void SetAsLastChild(TRenderInterface * this\, TResource * param_1)"
"CreateResource","External[0000fb3c]","External Function","4","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::CreateResource","TResource *","TResource * CreateResource(TRenderInterface * this\, TClass * param_1\, char * param_2\, TResource * param_3)"
"operator_delete","External[0000fba6]","External Function","1","MSVCRT.DLL::operator_delete","void","void operator_delete(void * param_1)"
"operator_new","External[0000fbb6]","External Function","1","MSVCRT.DLL::operator_new","void *","void * operator_new(uint param_1)"
"__dllonexit","External[0000fbd2]","External Function","0","MSVCRT.DLL::__dllonexit","undefined","undefined __dllonexit()"
"_onexit","External[0000fbe0]","External Function","1","MSVCRT.DLL::_onexit","_onexit_t","_onexit_t _onexit(_onexit_t _Func)"
"free","External[0000fbea]","External Function","1","MSVCRT.DLL::free","void","void free(void * _Memory)"
"_initterm","External[0000fbf2]","External Function","0","MSVCRT.DLL::_initterm","undefined","undefined _initterm()"
"malloc","External[0000fbfe]","External Function","1","MSVCRT.DLL::malloc","void *","void * malloc(size_t _Size)"
"_adjust_fdiv","External[0000fc08]","External Data","","","","_adjust_fdiv"
"DisableThreadLibraryCalls","External[0000fc18]","External Function","1","KERNEL32.DLL::DisableThreadLibraryCalls","BOOL","BOOL DisableThreadLibraryCalls(HMODULE hLibModule)"
"Ordinal_175","10001080","Function","3","Toshi::THeightFieldElement::SetHeight","","Ordinal_175"
"SetHeight","10001080","Function","3","Toshi::THeightFieldElement::SetHeight","bool","bool SetHeight(THeightFieldElement * this\, float param_1\, float param_2)"
"?SetHeight@THeightFieldElement@Toshi@@QAE_NMM@Z","10001080","Function","3","Toshi::THeightFieldElement::SetHeight","","?SetHeight@THeightFieldElement@Toshi@@QAE_NMM@Z"
"Ordinal_1","10001250","Function","1","Toshi::THeightField::THeightField","","Ordinal_1"
"THeightField","10001250","Function","1","Toshi::THeightField::THeightField","undefined","undefined THeightField(THeightField * this)"
"??0THeightField@Toshi@@QAE@XZ","10001250","Function","1","Toshi::THeightField::THeightField","","??0THeightField@Toshi@@QAE@XZ"
"Ordinal_8","100012a0","Function","1","Toshi::THeightField::~THeightField","","Ordinal_8"
"~THeightField","100012a0","Function","1","Toshi::THeightField::~THeightField","void","void ~THeightField(THeightField * this)"
"??1THeightField@Toshi@@UAE@XZ","100012a0","Function","1","Toshi::THeightField::~THeightField","","??1THeightField@Toshi@@UAE@XZ"
"Ordinal_45","10001440","Function","3","Toshi::THeightField::Create","","Ordinal_45"
"Create","10001440","Function","3","Toshi::THeightField::Create","bool","bool Create(THeightField * this\, uint param_1\, uint param_2)"
"?Create@THeightField@Toshi@@QAE_NII@Z","10001440","Function","3","Toshi::THeightField::Create","","?Create@THeightField@Toshi@@QAE_NII@Z"
"Ordinal_118","100014c0","Function","3","Toshi::THeightField::GetRawOffset","","Ordinal_118"
"GetRawOffset","100014c0","Function","3","Toshi::THeightField::GetRawOffset","char","char GetRawOffset(THeightField * this\, float param_1\, float param_2)"
"?GetRawOffset@THeightField@Toshi@@QBECMM@Z","100014c0","Function","3","Toshi::THeightField::GetRawOffset","","?GetRawOffset@THeightField@Toshi@@QBECMM@Z"
"Ordinal_117","10001730","Function","3","Toshi::THeightField::GetRawOffset","","Ordinal_117"
"GetRawOffset","10001730","Function","3","Toshi::THeightField::GetRawOffset","char","char GetRawOffset(THeightField * this\, uint param_1\, uint param_2)"
"?GetRawOffset@THeightField@Toshi@@QBECII@Z","10001730","Function","3","Toshi::THeightField::GetRawOffset","","?GetRawOffset@THeightField@Toshi@@QBECII@Z"
"Ordinal_92","10001770","Function","3","Toshi::THeightField::GetHeight","","Ordinal_92"
"GetHeight","10001770","Function","3","Toshi::THeightField::GetHeight","float","float GetHeight(THeightField * this\, uint param_1\, uint param_2)"
"?GetHeight@THeightField@Toshi@@QBEMII@Z","10001770","Function","3","Toshi::THeightField::GetHeight","","?GetHeight@THeightField@Toshi@@QBEMII@Z"
"Ordinal_93","100017c0","Function","3","Toshi::THeightField::GetHeight","","Ordinal_93"
"GetHeight","100017c0","Function","3","Toshi::THeightField::GetHeight","float","float GetHeight(THeightField * this\, float param_1\, float param_2)"
"?GetHeight@THeightField@Toshi@@QBEMMM@Z","100017c0","Function","3","Toshi::THeightField::GetHeight","","?GetHeight@THeightField@Toshi@@QBEMMM@Z"
"Ordinal_120","100019c0","Function","7","Toshi::THeightField::GetRegionHeights","","Ordinal_120"
"GetRegionHeights","100019c0","Function","7","Toshi::THeightField::GetRegionHeights","void","void GetRegionHeights(THeightField * this\, uint param_1\, uint param_2\, uint param_3\, uint param_4\, float * param_5\, uint param_6)"
"?GetRegionHeights@THeightField@Toshi@@QBEXIIIIPAMI@Z","100019c0","Function","7","Toshi::THeightField::GetRegionHeights","","?GetRegionHeights@THeightField@Toshi@@QBEXIIIIPAMI@Z"
"Ordinal_124","10001a30","Function","5","Toshi::THeightField::GetSectionDataRaw","","Ordinal_124"
"GetSectionDataRaw","10001a30","Function","5","Toshi::THeightField::GetSectionDataRaw","void","void GetSectionDataRaw(THeightField * this\, uint param_1\, uint param_2\, float * param_3\, char * param_4)"
"?GetSectionDataRaw@THeightField@Toshi@@QBEXIIAAMPAC@Z","10001a30","Function","5","Toshi::THeightField::GetSectionDataRaw","","?GetSectionDataRaw@THeightField@Toshi@@QBEXIIAAMPAC@Z"
"Ordinal_151","10001b30","Function","3","Toshi::THeightField::LockBuffer","","Ordinal_151"
"LockBuffer","10001b30","Function","3","Toshi::THeightField::LockBuffer","THeightFieldBuffer *","THeightFieldBuffer * LockBuffer(THeightField * this\, uint param_1\, uint param_2)"
"?LockBuffer@THeightField@Toshi@@QAEPAVTHeightFieldBuffer@2@II@Z","10001b30","Function","3","Toshi::THeightField::LockBuffer","","?LockBuffer@THeightField@Toshi@@QAEPAVTHeightFieldBuffer@2@II@Z"
"Ordinal_199","10001cc0","Function","2","Toshi::THeightField::UnlockBuffer","","Ordinal_199"
"UnlockBuffer","10001cc0","Function","2","Toshi::THeightField::UnlockBuffer","void","void UnlockBuffer(THeightField * this\, THeightFieldBuffer * param_1)"
"?UnlockBuffer@THeightField@Toshi@@QAEXPAVTHeightFieldBuffer@2@@Z","10001cc0","Function","2","Toshi::THeightField::UnlockBuffer","","?UnlockBuffer@THeightField@Toshi@@QAEXPAVTHeightFieldBuffer@2@@Z"
"Ordinal_122","10001e80","Function","3","Toshi::THeightField::GetSection","","Ordinal_122"
"GetSection","10001e80","Function","3","Toshi::THeightField::GetSection","THeightFieldSection *","THeightFieldSection * GetSection(THeightField * this\, uint param_1\, uint param_2)"
"?GetSection@THeightField@Toshi@@QBEPAVTHeightFieldSection@2@II@Z","10001e80","Function","3","Toshi::THeightField::GetSection","","?GetSection@THeightField@Toshi@@QBEPAVTHeightFieldSection@2@II@Z"
"Ordinal_165","10001ec0","Function","2","Toshi::THeightField::Serialise","","Ordinal_165"
"Serialise","10001ec0","Function","2","Toshi::THeightField::Serialise","bool","bool Serialise(THeightField * this\, TFile * param_1)"
"?Serialise@THeightField@Toshi@@QBE_NPAVTFile@2@@Z","10001ec0","Function","2","Toshi::THeightField::Serialise","","?Serialise@THeightField@Toshi@@QBE_NPAVTFile@2@@Z"
"Ordinal_63","10001f60","Function","2","Toshi::THeightField::Deserialise","","Ordinal_63"
"Deserialise","10001f60","Function","2","Toshi::THeightField::Deserialise","bool","bool Deserialise(THeightField * this\, TFile * param_1)"
"?Deserialise@THeightField@Toshi@@QAE_NPAVTFile@2@@Z","10001f60","Function","2","Toshi::THeightField::Deserialise","","?Deserialise@THeightField@Toshi@@QAE_NPAVTFile@2@@Z"
"Ordinal_101","10002080","Function","3","Toshi::THeightField::GetHeightElems","","Ordinal_101"
"GetHeightElems","10002080","Function","3","Toshi::THeightField::GetHeightElems","THeightFieldElement *","THeightFieldElement * GetHeightElems(THeightField * this\, int param_1\, int param_2)"
"?GetHeightElems@THeightField@Toshi@@QBEPBVTHeightFieldElement@2@HH@Z","10002080","Function","3","Toshi::THeightField::GetHeightElems","","?GetHeightElems@THeightField@Toshi@@QBEPBVTHeightFieldElement@2@HH@Z"
"Ordinal_64","10002170","Function","1","Toshi::THeightField::Destroy","","Ordinal_64"
"Destroy","10002170","Function","1","Toshi::THeightField::Destroy","void","void Destroy(THeightField * this)"
"?Destroy@THeightField@Toshi@@QAEXXZ","10002170","Function","1","Toshi::THeightField::Destroy","","?Destroy@THeightField@Toshi@@QAEXXZ"
"Ordinal_61","100021a0","Function","0","Toshi::THeightField::DeinitialiseStatic","","Ordinal_61"
"DeinitialiseStatic","100021a0","Function","0","Toshi::THeightField::DeinitialiseStatic","void","void DeinitialiseStatic(void)"
"?DeinitialiseStatic@THeightField@Toshi@@CGXXZ","100021a0","Function","0","Toshi::THeightField::DeinitialiseStatic","","?DeinitialiseStatic@THeightField@Toshi@@CGXXZ"
"Ordinal_142","100021b0","Function","0","Toshi::THeightField::InitialiseStatic","","Ordinal_142"
"InitialiseStatic","100021b0","Function","0","Toshi::THeightField::InitialiseStatic","void","void InitialiseStatic(void)"
"?InitialiseStatic@THeightField@Toshi@@CGXXZ","100021b0","Function","0","Toshi::THeightField::InitialiseStatic","","?InitialiseStatic@THeightField@Toshi@@CGXXZ"
"Ordinal_54","100021c0","Function","1","Toshi::THeightField::CreateObjectInPlace","","Ordinal_54"
"CreateObjectInPlace","100021c0","Function","1","Toshi::THeightField::CreateObjectInPlace","TObject *","TObject * CreateObjectInPlace(void * param_1)"
"?CreateObjectInPlace@THeightField@Toshi@@CGPAVTObject@2@PAX@Z","100021c0","Function","1","Toshi::THeightField::CreateObjectInPlace","","?CreateObjectInPlace@THeightField@Toshi@@CGPAVTObject@2@PAX@Z"
"Ordinal_52","100021f0","Function","0","Toshi::THeightField::CreateObject","","Ordinal_52"
"CreateObject","100021f0","Function","0","Toshi::THeightField::CreateObject","TObject *","TObject * CreateObject(void)"
"?CreateObject@THeightField@Toshi@@CGPAVTObject@2@XZ","100021f0","Function","0","Toshi::THeightField::CreateObject","","?CreateObject@THeightField@Toshi@@CGPAVTObject@2@XZ"
"Ordinal_77","10002220","Function","1","Toshi::THeightField::GetClass","","Ordinal_77"
"GetClass","10002220","Function","1","Toshi::THeightField::GetClass","TClass *","TClass * GetClass(THeightField * this)"
"?GetClass@THeightField@Toshi@@UBEAAVTClass@2@XZ","10002220","Function","1","Toshi::THeightField::GetClass","","?GetClass@THeightField@Toshi@@UBEAAVTClass@2@XZ"
"Ordinal_94","10002240","Function","2","Toshi::THeightFieldElement::GetHeight","","Ordinal_94"
"GetHeight","10002240","Function","2","Toshi::THeightFieldElement::GetHeight","float","float GetHeight(THeightFieldElement * this\, float param_1)"
"?GetHeight@THeightFieldElement@Toshi@@QAEMM@Z","10002240","Function","2","Toshi::THeightFieldElement::GetHeight","","?GetHeight@THeightFieldElement@Toshi@@QAEMM@Z"
"FUN_10002260","10002260","Function","2","FUN_10002260","undefined","undefined FUN_10002260(void * this\, uint param_1)"
"Ordinal_84","100022c0","Function","1","Toshi::THeightField::GetFieldSectionsZ","","Ordinal_84"
"GetFieldSectionsZ","100022c0","Function","1","Toshi::THeightField::GetFieldSectionsZ","uint","uint GetFieldSectionsZ(THeightField * this)"
"?GetFieldSectionsZ@THeightField@Toshi@@QBEIXZ","100022c0","Function","1","Toshi::THeightField::GetFieldSectionsZ","","?GetFieldSectionsZ@THeightField@Toshi@@QBEIXZ"
"Ordinal_83","100022d0","Function","1","Toshi::THeightField::GetFieldSectionsX","","Ordinal_83"
"GetFieldSectionsX","100022d0","Function","1","Toshi::THeightField::GetFieldSectionsX","uint","uint GetFieldSectionsX(THeightField * this)"
"?GetFieldSectionsX@THeightField@Toshi@@QBEIXZ","100022d0","Function","1","Toshi::THeightField::GetFieldSectionsX","","?GetFieldSectionsX@THeightField@Toshi@@QBEIXZ"
"Ordinal_86","100022e0","Function","1","Toshi::THeightField::GetFieldSizeZ","","Ordinal_86"
"GetFieldSizeZ","100022e0","Function","1","Toshi::THeightField::GetFieldSizeZ","uint","uint GetFieldSizeZ(THeightField * this)"
"?GetFieldSizeZ@THeightField@Toshi@@QBEIXZ","100022e0","Function","1","Toshi::THeightField::GetFieldSizeZ","","?GetFieldSizeZ@THeightField@Toshi@@QBEIXZ"
"Ordinal_85","100022f0","Function","1","Toshi::THeightField::GetFieldSizeX","","Ordinal_85"
"GetFieldSizeX","100022f0","Function","1","Toshi::THeightField::GetFieldSizeX","uint","uint GetFieldSizeX(THeightField * this)"
"?GetFieldSizeX@THeightField@Toshi@@QBEIXZ","100022f0","Function","1","Toshi::THeightField::GetFieldSizeX","","?GetFieldSizeX@THeightField@Toshi@@QBEIXZ"
"Ordinal_119","10002300","Function","1","Toshi::THeightFieldElement::GetRawOffset","","Ordinal_119"
"GetRawOffset","10002300","Function","1","Toshi::THeightFieldElement::GetRawOffset","char","char GetRawOffset(THeightFieldElement * this)"
"?GetRawOffset@THeightFieldElement@Toshi@@QBECXZ","10002300","Function","1","Toshi::THeightFieldElement::GetRawOffset","","?GetRawOffset@THeightFieldElement@Toshi@@QBECXZ"
"Ordinal_15","10002310","Function","2","Toshi::THeightFieldElement::operator=","","Ordinal_15"
"operator=","10002310","Function","2","Toshi::THeightFieldElement::operator=","char *","char * operator=(THeightFieldElement * this\, char * param_1)"
"??4THeightFieldElement@Toshi@@QAEABCABC@Z","10002310","Function","2","Toshi::THeightFieldElement::operator=","","??4THeightFieldElement@Toshi@@QAEABCABC@Z"
"Ordinal_14","10002320","Function","2","Toshi::THeightFieldElement::operator=","","Ordinal_14"
"operator=","10002320","Function","2","Toshi::THeightFieldElement::operator=","THeightFieldElement *","THeightFieldElement * operator=(THeightFieldElement * this\, THeightFieldElement * param_1)"
"??4THeightFieldElement@Toshi@@QAEAAV01@ABV01@@Z","10002320","Function","2","Toshi::THeightFieldElement::operator=","","??4THeightFieldElement@Toshi@@QAEAAV01@ABV01@@Z"
"Ordinal_3","10002330","Function","11","Toshi::TTerrainDecal::TTerrainDecal","","Ordinal_3"
"TTerrainDecal","10002330","Function","11","Toshi::TTerrainDecal::TTerrainDecal","undefined","undefined TTerrainDecal(TTerrainDecal * this\, TTerrainInterface * param_1\, uint param_2\, TVector2 * param_3\, TVector2 * param_4\, char param_5\, TMaterial * param_6\, TVector3 * param_7\, int param_8\, float param_9\, TLightingNode * param_10)"
"??0TTerrainDecal@Toshi@@IAE@PAVTTerrainInterface@1@IPAVTVector2@1@1CPAVTMaterial@1@ABVTVector3@1@HMPAVTLightingNode@1@@Z","10002330","Function","11","Toshi::TTerrainDecal::TTerrainDecal","","??0TTerrainDecal@Toshi@@IAE@PAVTTerrainInterface@1@IPAVTVector2@1@1CPAVTMaterial@1@ABVTVector3@1@HMPAVTLightingNode@1@@Z"
"Ordinal_2","100027d0","Function","10","Toshi::TTerrainDecal::TTerrainDecal","","Ordinal_2"
"TTerrainDecal","100027d0","Function","10","Toshi::TTerrainDecal::TTerrainDecal","undefined","undefined TTerrainDecal(TTerrainDecal * this\, TTerrainInterface * param_1\, uint param_2\, TVector2 * param_3\, TVector2 * param_4\, TMaterial * param_5\, TVector3 * param_6\, int param_7\, float param_8\, TLightingNode * param_9)"
"??0TTerrainDecal@Toshi@@IAE@PAVTTerrainInterface@1@IABVTVector2@1@1PAVTMaterial@1@ABVTVector3@1@HMPAVTLightingNode@1@@Z","100027d0","Function","10","Toshi::TTerrainDecal::TTerrainDecal","","??0TTerrainDecal@Toshi@@IAE@PAVTTerrainInterface@1@IABVTVector2@1@1PAVTMaterial@1@ABVTVector3@1@HMPAVTLightingNode@1@@Z"
"Ordinal_9","10002a00","Function","1","Toshi::TTerrainDecal::~TTerrainDecal","","Ordinal_9"
"~TTerrainDecal","10002a00","Function","1","Toshi::TTerrainDecal::~TTerrainDecal","void","void ~TTerrainDecal(TTerrainDecal * this)"
"??1TTerrainDecal@Toshi@@IAE@XZ","10002a00","Function","1","Toshi::TTerrainDecal::~TTerrainDecal","","??1TTerrainDecal@Toshi@@IAE@XZ"
"Ordinal_26","10002ac0","Function","10","Toshi::TTerrainDecal::AddTriangeToPolyList","","Ordinal_26"
"AddTriangeToPolyList","10002ac0","Function","10","Toshi::TTerrainDecal::AddTriangeToPolyList","void","void AddTriangeToPolyList(TTerrainDecal * this\, TVector2 * param_1\, TVector2 * param_2\, TVector2 * param_3\, TVector2 * param_4\, TVector2 * param_5\, TVector2 * param_6\, uint param_7\, uint param_8\, uint param_9)"
"?AddTriangeToPolyList@TTerrainDecal@Toshi@@QAEXAAVTVector2@2@00000III@Z","10002ac0","Function","10","Toshi::TTerrainDecal::AddTriangeToPolyList","","?AddTriangeToPolyList@TTerrainDecal@Toshi@@QAEXAAVTVector2@2@00000III@Z"
"Ordinal_156","10002c20","Function","2","Toshi::TTerrainDecal::RemoveTrisWithMatchingPos2","","Ordinal_156"
"RemoveTrisWithMatchingPos2","10002c20","Function","2","Toshi::TTerrainDecal::RemoveTrisWithMatchingPos2","void","void RemoveTrisWithMatchingPos2(TTerrainDecal * this\, TVector2 * param_1)"
"?RemoveTrisWithMatchingPos2@TTerrainDecal@Toshi@@QAEXAAVTVector2@2@@Z","10002c20","Function","2","Toshi::TTerrainDecal::RemoveTrisWithMatchingPos2","","?RemoveTrisWithMatchingPos2@TTerrainDecal@Toshi@@QAEXAAVTVector2@2@@Z"
"Ordinal_34","10002de0","Function","0","Toshi::TTerrainDecal::ClearPolyFreeList","","Ordinal_34"
"ClearPolyFreeList","10002de0","Function","0","Toshi::TTerrainDecal::ClearPolyFreeList","void","void ClearPolyFreeList(void)"
"?ClearPolyFreeList@TTerrainDecal@Toshi@@SGXXZ","10002de0","Function","0","Toshi::TTerrainDecal::ClearPolyFreeList","","?ClearPolyFreeList@TTerrainDecal@Toshi@@SGXXZ"
"Ordinal_35","10002e60","Function","1","Toshi::TTerrainDecal::ClearPolyList","","Ordinal_35"
"ClearPolyList","10002e60","Function","1","Toshi::TTerrainDecal::ClearPolyList","void","void ClearPolyList(TTerrainDecal * this)"
"?ClearPolyList@TTerrainDecal@Toshi@@QAEXXZ","10002e60","Function","1","Toshi::TTerrainDecal::ClearPolyList","","?ClearPolyList@TTerrainDecal@Toshi@@QAEXXZ"
"Ordinal_145","10002f10","Function","1","Toshi::TTerrainDecal::Invalidate","","Ordinal_145"
"Invalidate","10002f10","Function","1","Toshi::TTerrainDecal::Invalidate","void","void Invalidate(TTerrainDecal * this)"
"?Invalidate@TTerrainDecal@Toshi@@QAEXXZ","10002f10","Function","1","Toshi::TTerrainDecal::Invalidate","","?Invalidate@TTerrainDecal@Toshi@@QAEXXZ"
"Ordinal_181","10002f40","Function","2","Toshi::TTerrainDecal::SetMaterial","","Ordinal_181"
"SetMaterial","10002f40","Function","2","Toshi::TTerrainDecal::SetMaterial","void","void SetMaterial(TTerrainDecal * this\, TMaterial * param_1)"
"?SetMaterial@TTerrainDecal@Toshi@@QAEXPAVTMaterial@2@@Z","10002f40","Function","2","Toshi::TTerrainDecal::SetMaterial","","?SetMaterial@TTerrainDecal@Toshi@@QAEXPAVTMaterial@2@@Z"
"Ordinal_11","10002fa0","Function","1","Toshi::TTerrainDecalSection::~TTerrainDecalSection","","Ordinal_11"
"~TTerrainDecalSection","10002fa0","Function","1","Toshi::TTerrainDecalSection::~TTerrainDecalSection","void","void ~TTerrainDecalSection(TTerrainDecalSection * this)"
"??1TTerrainDecalSection@Toshi@@QAE@XZ","10002fa0","Function","1","Toshi::TTerrainDecalSection::~TTerrainDecalSection","","??1TTerrainDecalSection@Toshi@@QAE@XZ"
"Ordinal_36","10003040","Function","8","Toshi::TTerrainDecalSection::ClipPolygon2D","","Ordinal_36"
