"ARootState::OnRemoval","","D:\_dev\OpenJPOG\OpenJPOG\Source\States\ARootState.h","20"
"ARootState::OnUpdate","TFLOAT a_fDeltaTime","D:\_dev\OpenJPOG\OpenJPOG\Source\States\ARootState.h","18"
"ARootState::ParentAllowed","ARootState & a_rParent","D:\_dev\OpenJPOG\OpenJPOG\Source\States\ARootState.h","29"
"ARootState::RemoveChild","","D:\_dev\OpenJPOG\OpenJPOG\Source\States\ARootState.cpp","111"
"ARootState::RemoveSelf","","D:\_dev\OpenJPOG\OpenJPOG\Source\States\ARootState.cpp","63"
"ARootState::Render","","D:\_dev\OpenJPOG\OpenJPOG\Source\States\ARootState.h","23"
"ARootState::ReturnToExactState","const Toshi::TClass & a_rStateClass","D:\_dev\OpenJPOG\OpenJPOG\Source\States\ARootState.cpp","87"
"ARootState::ReturnToState","const TClass & a_rStateClass","D:\_dev\OpenJPOG\OpenJPOG\Source\States\ARootState.cpp","77"
"ARootState::TransferControl","ARootState * a_pState","D:\_dev\OpenJPOG\OpenJPOG\Source\States\ARootState.cpp","43"
"ARootState::TransferControlTemporary","ARootState * a_pState","D:\_dev\OpenJPOG\OpenJPOG\Source\States\ARootState.cpp","33"
"ARootStateController::ARootStateController","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootStateController.cpp","14"
"ARootStateController::GetBaseAppState","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootStateController.h","25"
"ARootStateController::GetRootStateController","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootStateController.h","26"
"ARootStateController::OnCreate","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootStateController.cpp","21"
"ARootStateController::OnDestroy","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootStateController.cpp","40"
"ARootStateController::OnUpdate","TFLOAT a_fDeltaTime","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootStateController.cpp","30"
"ARootStateController::SetupToolBarHUD","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootStateController.cpp","51"
"ARootStateController::TransferControl","ARootState * a_pState","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootStateController.cpp","45"
"ARootTask::ARootTask","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","17"
"ARootTask::AllocateARenderer","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","102"
"ARootTask::AllocateGUISystem","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","123"
"ARootTask::AllocateGameStateController","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","117"
"ARootTask::AllocateInputSystem","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","129"
"ARootTask::AllocateRenderInterface","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","108"
"ARootTask::CreateARenderer","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","136"
"ARootTask::CreateDisplayDevice","TRenderInterface::DisplayParams & a_rDisplayParams, _Bool a_bReverseOrder","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","183"
"ARootTask::CreateGameStateController","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","159"
"ARootTask::CreateRenderInterface","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","145"
"ARootTask::DeserialiseOptions","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","165"
"ARootTask::GetARenderer","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.h","61"
"ARootTask::GetGUISystem","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.h","49"
"ARootTask::GetMoviePlayer","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.h","53"
"ARootTask::GetOptions","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.h","40"
"ARootTask::GetRenderInterface","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.h","45"
"ARootTask::GetRootStateController","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.h","57"
"ARootTask::LoadFrontEndController","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","87"
"ARootTask::LoadMaterialLibrary","TINT a_iIndex","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","251"
"ARootTask::OnActivate","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","63"
"ARootTask::OnChildDied","TClass * a_pClass, TTask * a_pDeletedTask","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","57"
"ARootTask::OnCreate","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","36"
"ARootTask::OnDeactivate","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","75"
"ARootTask::OnDestroy","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","51"
"ARootTask::OnUpdate","TFLOAT a_fDeltaTime","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.h","24"
"ARootTask::SetName","TPCHAR a_szName","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.h","35"
"ARootTask::UnloadFrontEndController","","D:\_dev\OpenJPOG\OpenJPOG\Source\Tasks\ARootTask.cpp","97"
"ASoundManager::GetPan","TINT a_iChannel","D:\_dev\OpenJPOG\OpenJPOG\Source\ASoundManager.h","24"
"ASoundManager::GetPaused","TINT a_iChannel","D:\_dev\OpenJPOG\OpenJPOG\Source\ASoundManager.h","23"
"ASoundManager::GetPitch","TINT a_iChannel","D:\_dev\OpenJPOG\OpenJPOG\Source\ASoundManager.cpp","14"
"ASoundManager::GetSFXVolume","","D:\_dev\OpenJPOG\OpenJPOG\Source\ASoundManager.h","25"
"D3DXCOLOR::D3DXCOLOR","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.h","408"
"D3DXCOLOR::D3DXCOLOR","DWORD dw","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","885"
"D3DXCOLOR::D3DXCOLOR","FLOAT fr, FLOAT fg, FLOAT fb, FLOAT fa","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","918"
"D3DXCOLOR::D3DXCOLOR","const D3DCOLORVALUE & c","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","909"
"D3DXCOLOR::D3DXCOLOR","const FLOAT * pf","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","895"
"D3DXCOLOR::operator _D3DCOLORVALUE &","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","967"
"D3DXCOLOR::operator _D3DCOLORVALUE *","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","954"
"D3DXCOLOR::operator const _D3DCOLORVALUE &","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","973"
"D3DXCOLOR::operator const _D3DCOLORVALUE *","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","960"
"D3DXCOLOR::operator const float *","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","947"
"D3DXCOLOR::operator float *","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","941"
"D3DXCOLOR::operator unsigned long","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","929"
"D3DXCOLOR::operator!=","const D3DXCOLOR & c","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","1077"
"D3DXCOLOR::operator*","FLOAT f","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","1050"
"D3DXCOLOR::operator*=","FLOAT f","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","1001"
"D3DXCOLOR::operator+","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","1024"
"D3DXCOLOR::operator+","const D3DXCOLOR & c","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","1038"
"D3DXCOLOR::operator+=","const D3DXCOLOR & c","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","981"
"D3DXCOLOR::operator-","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","1030"
"D3DXCOLOR::operator-","const D3DXCOLOR & c","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","1044"
"D3DXCOLOR::operator-=","const D3DXCOLOR & c","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","991"
"D3DXCOLOR::operator==","const D3DXCOLOR & c","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","1071"
"D3DXCOLOR::operator\","FLOAT f","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","1056"
"D3DXCOLOR::operator\=","FLOAT f","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","1011"
"D3DXMATRIX::D3DXMATRIX","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.h","177"
"D3DXMATRIX::D3DXMATRIX","FLOAT f11, FLOAT f12, FLOAT f13, FLOAT f14, FLOAT f21, FLOAT f22, FLOAT f23, FLOAT f24, FLOAT f31, FLOAT f32, FLOAT f33, FLOAT f34, FLOAT f41, FLOAT f42, FLOAT f43, FLOAT f44","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","467"
"D3DXMATRIX::D3DXMATRIX","const D3DMATRIX & mat","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","461"
"D3DXMATRIX::D3DXMATRIX","const FLOAT * pf","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","450"
"D3DXMATRIX::operator const float *","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","502"
"D3DXMATRIX::operator float *","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","496"
"D3DXMATRIX::operator!=","const D3DXMATRIX & mat","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","639"
"D3DXMATRIX::operator()","UINT iRow, UINT iCol","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","482"
"D3DXMATRIX::operator()","UINT iRow, UINT iCol","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","488"
"D3DXMATRIX::operator*","FLOAT f","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","603"
"D3DXMATRIX::operator*","const D3DXMATRIX & mat","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","577"
"D3DXMATRIX::operator*=","FLOAT f","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","537"
"D3DXMATRIX::operator*=","const D3DXMATRIX & mat","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","510"
"D3DXMATRIX::operator+","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","560"
"D3DXMATRIX::operator+","const D3DXMATRIX & mat","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","585"
"D3DXMATRIX::operator+=","const D3DXMATRIX & mat","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","517"
"D3DXMATRIX::operator-","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","566"
"D3DXMATRIX::operator-","const D3DXMATRIX & mat","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","594"
"D3DXMATRIX::operator-=","const D3DXMATRIX & mat","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","527"
"D3DXMATRIX::operator==","const D3DXMATRIX & mat","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","633"
"D3DXMATRIX::operator\","FLOAT f","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","612"
"D3DXMATRIX::operator\=","FLOAT f","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","547"
"D3DXPLANE::D3DXPLANE","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.h","377"
"D3DXPLANE::D3DXPLANE","FLOAT fa, FLOAT fb, FLOAT fc, FLOAT fd","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","827"
"D3DXPLANE::D3DXPLANE","const FLOAT * pf","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","813"
"D3DXPLANE::operator const float *","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","844"
"D3DXPLANE::operator float *","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","838"
"D3DXPLANE::operator!=","const D3DXPLANE & p","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","872"
"D3DXPLANE::operator+","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","852"
"D3DXPLANE::operator-","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","858"
"D3DXPLANE::operator==","const D3DXPLANE & p","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","866"
"D3DXQUATERNION::D3DXQUATERNION","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.h","332"
"D3DXQUATERNION::D3DXQUATERNION","FLOAT fx, FLOAT fy, FLOAT fz, FLOAT fw","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","665"
"D3DXQUATERNION::D3DXQUATERNION","const FLOAT * pf","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","651"
"D3DXQUATERNION::operator const float *","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","682"
"D3DXQUATERNION::operator float *","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","676"
"D3DXQUATERNION::operator!=","const D3DXQUATERNION & q","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","801"
"D3DXQUATERNION::operator*","FLOAT f","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","774"
"D3DXQUATERNION::operator*","const D3DXQUATERNION & q","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","766"
"D3DXQUATERNION::operator*=","FLOAT f","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","717"
"D3DXQUATERNION::operator*=","const D3DXQUATERNION & q","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","710"
"D3DXQUATERNION::operator+","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","740"
"D3DXQUATERNION::operator+","const D3DXQUATERNION & q","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","754"
"D3DXQUATERNION::operator+=","const D3DXQUATERNION & q","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","690"
"D3DXQUATERNION::operator-","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","746"
"D3DXQUATERNION::operator-","const D3DXQUATERNION & q","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","760"
"D3DXQUATERNION::operator-=","const D3DXQUATERNION & q","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","700"
"D3DXQUATERNION::operator==","const D3DXQUATERNION & q","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","795"
"D3DXQUATERNION::operator\","FLOAT f","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","780"
"D3DXQUATERNION::operator\=","FLOAT f","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","727"
"D3DXVECTOR2::D3DXVECTOR2","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.h","46"
"D3DXVECTOR2::D3DXVECTOR2","FLOAT fx, FLOAT fy","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","39"
"D3DXVECTOR2::D3DXVECTOR2","const FLOAT * pf","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","27"
"D3DXVECTOR2::operator const float *","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","53"
"D3DXVECTOR2::operator float *","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","47"
"D3DXVECTOR2::operator!=","const D3DXVECTOR2 & v","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","145"
"D3DXVECTOR2::operator*","FLOAT f","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","119"
"D3DXVECTOR2::operator*=","FLOAT f","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","76"
"D3DXVECTOR2::operator+","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","94"
"D3DXVECTOR2::operator+","const D3DXVECTOR2 & v","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","107"
"D3DXVECTOR2::operator+=","const D3DXVECTOR2 & v","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","60"
"D3DXVECTOR2::operator-","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","100"
"D3DXVECTOR2::operator-","const D3DXVECTOR2 & v","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","113"
"D3DXVECTOR2::operator-=","const D3DXVECTOR2 & v","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","68"
"D3DXVECTOR2::operator==","const D3DXVECTOR2 & v","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","139"
"D3DXVECTOR2::operator\","FLOAT f","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","125"
"D3DXVECTOR2::operator\=","FLOAT f","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","84"
"D3DXVECTOR3::D3DXVECTOR3","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.h","89"
"D3DXVECTOR3::D3DXVECTOR3","FLOAT fx, FLOAT fy, FLOAT fz","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","178"
"D3DXVECTOR3::D3DXVECTOR3","const D3DVECTOR & v","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","170"
"D3DXVECTOR3::D3DXVECTOR3","const FLOAT * pf","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","157"
"D3DXVECTOR3::operator const float *","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","194"
"D3DXVECTOR3::operator float *","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","188"
"D3DXVECTOR3::operator!=","const D3DXVECTOR3 & v","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","294"
"D3DXVECTOR3::operator*","FLOAT f","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","267"
"D3DXVECTOR3::operator*=","FLOAT f","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","220"
"D3DXVECTOR3::operator+","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","241"
"D3DXVECTOR3::operator+","const D3DXVECTOR3 & v","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","255"
"D3DXVECTOR3::operator+=","const D3DXVECTOR3 & v","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","202"
"D3DXVECTOR3::operator-","","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","247"
"D3DXVECTOR3::operator-","const D3DXVECTOR3 & v","D:\_dev\OpenJPOG\Toshi\Vendor\DX81\include\d3dx8math.inl","261"
