"Name","Location","Type","Param Count","Function Name","Data Type","Preview"
"Validate","External[00015ae8]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::Validate","bool","bool Validate(TResource * this)"
"Invalidate","External[00015b0e]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::Invalidate","void","void Invalidate(TResource * this)"
"IsDying","External[00015b34]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::IsDying","bool","bool IsDying(TResource * this)"
"IsCreated","External[00015b58]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::IsCreated","bool","bool IsCreated(TResource * this)"
"Create","External[00015b7e]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::Create","bool","bool Create(TResource * this)"
"GetNumIndices","External[00015ba2]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TIndexPoolResourceInterface::GetNumIndices","uint","uint GetNumIndices(TIndexPoolResourceInterface * this)"
"GetNumVertices","External[00015bde]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TVertexPoolResourceInterface::GetNumVertices","uint","uint GetNumVertices(TVertexPoolResourceInterface * this)"
"TMesh","External[00015c1c]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TMesh::TMesh","undefined","undefined TMesh(TMesh * this)"
"GetSystemResource","External[00015c36]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::GetSystemResource","TResource *","TResource * GetSystemResource(TRenderInterface * this\, SYSRESOURCES param_1)"
"GetRenderer","External[00015c8a]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::GetRenderer","TRenderInterface *","TRenderInterface * GetRenderer(TResource * this)"
"DestroyResource","External[00015cc6]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::DestroyResource","void","void DestroyResource(TRenderInterface * this\, TResource * param_1)"
"m_sClass","External[00015d08]","External Data","","","TClass","m_sClass"
"m_sClass","External[00015d2e]","External Data","","","TClass","m_sClass"
"m_sClass","External[00015d58]","External Data","","","TClass","m_sClass"
"~TMesh","External[00015d80]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TMesh::~TMesh","void","void ~TMesh(TMesh * this)"
"~TMaterial","External[00015d9a]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TMaterial::~TMaterial","void","void ~TMaterial(TMaterial * this)"
"TShader","External[00015db8]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TShader::TShader","undefined","undefined TShader(TShader * this)"
"~TShader","External[00015dd4]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TShader::~TShader","void","void ~TShader(TShader * this)"
"DestroyResource","External[00015df0]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::DestroyResource","void","void DestroyResource(TResource * this)"
"OnDestroy","External[00015e1c]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::OnDestroy","void","void OnDestroy(TResource * this)"
"Flush","External[00015e42]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TShader::Flush","void","void Flush(TShader * this)"
"`vftable'","External[00015e62]","External Data","","","","`vftable'"
"`vftable'","External[00015e7e]","External Data","","","","`vftable'"
"GetCurrentRenderContext","External[00015e9a]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::GetCurrentRenderContext","TRenderContext *","TRenderContext * GetCurrentRenderContext(TRenderInterface * this)"
"SetShader","External[00015ee8]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TMaterial::SetShader","void","void SetShader(TMaterial * this\, TShader * param_1)"
"CreateResource","External[00015f1a]","External Function","4","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::CreateResource","TResource *","TResource * CreateResource(TRenderInterface * this\, TClass * param_1\, char * param_2\, TResource * param_3)"
"SetShader","External[00015f6e]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TMesh::SetShader","void","void SetShader(TMesh * this\, TShader * param_1)"
"GetFlags","External[00015f9c]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TIndexPoolResourceInterface::GetFlags","uint","uint GetFlags(TIndexPoolResourceInterface * this)"
"Render","External[00015fd2]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TMesh::Render","bool","bool Render(TMesh * this)"
"FindOrphanedResource","External[00015ff2]","External Function","3","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::FindOrphanedResource","TResource *","TResource * FindOrphanedResource(TRenderInterface * this\, char * param_1\, TResource * param_2)"
"`vftable'","External[00016040]","External Data","","","","`vftable'"
"operator_delete","External[0001606e]","External Function","1","MSVCRT.DLL::operator_delete","void","void operator_delete(void * param_1)"
"_purecall","External[0001607e]","External Function","0","MSVCRT.DLL::_purecall","undefined","undefined _purecall()"
"operator_new","External[0001608a]","External Function","1","MSVCRT.DLL::operator_new","void *","void * operator_new(uint param_1)"
"_CIacos","External[0001609a]","External Function","0","MSVCRT.DLL::_CIacos","undefined","undefined _CIacos()"
"_finite","External[000160a4]","External Function","1","MSVCRT.DLL::_finite","int","int _finite(double _X)"
"__CxxFrameHandler","External[000160ae]","External Function","0","MSVCRT.DLL::__CxxFrameHandler","undefined","undefined __CxxFrameHandler()"
"__dllonexit","External[000160c2]","External Function","0","MSVCRT.DLL::__dllonexit","undefined","undefined __dllonexit()"
"_onexit","External[000160d0]","External Function","1","MSVCRT.DLL::_onexit","_onexit_t","_onexit_t _onexit(_onexit_t _Func)"
"free","External[000160e6]","External Function","1","MSVCRT.DLL::free","void","void free(void * _Memory)"
"_initterm","External[000160ee]","External Function","0","MSVCRT.DLL::_initterm","undefined","undefined _initterm()"
"malloc","External[000160fa]","External Function","1","MSVCRT.DLL::malloc","void *","void * malloc(size_t _Size)"
"_adjust_fdiv","External[00016104]","External Data","","","","_adjust_fdiv"
"IsProcessorFeaturePresent","External[00016114]","External Function","1","KERNEL32.DLL::IsProcessorFeaturePresent","BOOL","BOOL IsProcessorFeaturePresent(DWORD ProcessorFeature)"
"GetVersionExA","External[00016130]","External Function","1","KERNEL32.DLL::GetVersionExA","BOOL","BOOL GetVersionExA(LPOSVERSIONINFOA lpVersionInformation)"
"DisableThreadLibraryCalls","External[00016140]","External Function","1","KERNEL32.DLL::DisableThreadLibraryCalls","BOOL","BOOL DisableThreadLibraryCalls(HMODULE hLibModule)"
"RegCloseKey","External[0001616a]","External Function","1","ADVAPI32.DLL::RegCloseKey","LSTATUS","LSTATUS RegCloseKey(HKEY hKey)"
"RegQueryValueExA","External[00016178]","External Function","6","ADVAPI32.DLL::RegQueryValueExA","LSTATUS","LSTATUS RegQueryValueExA(HKEY hKey\, LPCSTR lpValueName\, LPDWORD lpReserved\, LPDWORD lpType\, LPBYTE lpData\, LPDWORD lpcbData)"
"RegOpenKeyA","External[0001618c]","External Function","3","ADVAPI32.DLL::RegOpenKeyA","LSTATUS","LSTATUS RegOpenKeyA(HKEY hKey\, LPCSTR lpSubKey\, PHKEY phkResult)"
"FUN_10001000","10001000","Function","1","FUN_10001000","undefined4 *","undefined4 * FUN_10001000(undefined4 * param_1)"
"FUN_100011b0","100011b0","Function","4","FUN_100011b0","undefined","undefined FUN_100011b0(void * this\, undefined4 param_1\, undefined2 param_2\, undefined2 param_3)"
"Create","10001270","Function","3","Toshi::TSysMesh::Create","undefined","undefined Create(TSysMesh * this\, undefined4 param_1\, char * param_2)"
"FUN_100014f0","100014f0","Function","1","FUN_100014f0","undefined4 *","undefined4 * FUN_100014f0(undefined4 * param_1)"
"FUN_10001530","10001530","Function","1","FUN_10001530","undefined4","undefined4 FUN_10001530(TResource * param_1)"
"FUN_10001710","10001710","Function","1","FUN_10001710","undefined","undefined FUN_10001710(TResource * param_1)"
"FUN_10001770","10001770","Function","1","FUN_10001770","undefined4","undefined4 FUN_10001770(int param_1)"
"FUN_10001910","10001910","Function","1","FUN_10001910","undefined","undefined FUN_10001910(undefined4 * param_1)"
"FUN_100019d0","100019d0","Function","1","FUN_100019d0","undefined","undefined FUN_100019d0(undefined4 * param_1)"
"FUN_10001a70","10001a70","Function","1","FUN_10001a70","undefined4 *","undefined4 * FUN_10001a70(undefined4 * param_1)"
"FUN_10001a90","10001a90","Function","1","FUN_10001a90","undefined","undefined FUN_10001a90(undefined4 * param_1)"
"Create","10001b30","Function","1","Toshi::TSysMaterial::Create","undefined","undefined Create(TResource * param_1)"
"FUN_10001de0","10001de0","Function","2","FUN_10001de0","undefined * *","undefined * * FUN_10001de0(void * this\, int param_1)"
"FUN_10001e60","10001e60","Function","2","FUN_10001e60","undefined * *","undefined * * FUN_10001e60(void * this\, int param_1)"
"Ordinal_5","10001ea0","Function","1","Toshi::TSysShaderHAL::TSysShaderHAL","","Ordinal_5"
"TSysShaderHAL","10001ea0","Function","1","Toshi::TSysShaderHAL::TSysShaderHAL","undefined","undefined TSysShaderHAL(TSysShaderHAL * this)"
"??0TSysShaderHAL@Toshi@@QAE@XZ","10001ea0","Function","1","Toshi::TSysShaderHAL::TSysShaderHAL","","??0TSysShaderHAL@Toshi@@QAE@XZ"
"Ordinal_25","10001ef0","Function","1","Toshi::TSysShaderHAL::Flush","","Ordinal_25"
"Flush","10001ef0","Function","1","Toshi::TSysShaderHAL::Flush","void","void Flush(TSysShaderHAL * this)"
"?Flush@TSysShaderHAL@Toshi@@UAEXXZ","10001ef0","Function","1","Toshi::TSysShaderHAL::Flush","","?Flush@TSysShaderHAL@Toshi@@UAEXXZ"
"Ordinal_12","10002630","Function","1","Toshi::TSysShaderHAL::Create","","Ordinal_12"
"Create","10002630","Function","1","Toshi::TSysShaderHAL::Create","bool","bool Create(TSysShaderHAL * this)"
"?Create@TSysShaderHAL@Toshi@@UAE_NXZ","10002630","Function","1","Toshi::TSysShaderHAL::Create","","?Create@TSysShaderHAL@Toshi@@UAE_NXZ"
"Ordinal_54","10002690","Function","1","Toshi::TSysShaderHAL::Validate","","Ordinal_54"
"Validate","10002690","Function","1","Toshi::TSysShaderHAL::Validate","bool","bool Validate(TSysShaderHAL * this)"
"?Validate@TSysShaderHAL@Toshi@@UAE_NXZ","10002690","Function","1","Toshi::TSysShaderHAL::Validate","","?Validate@TSysShaderHAL@Toshi@@UAE_NXZ"
"Ordinal_41","10002810","Function","1","Toshi::TSysShaderHAL::Invalidate","","Ordinal_41"
"Invalidate","10002810","Function","1","Toshi::TSysShaderHAL::Invalidate","void","void Invalidate(TSysShaderHAL * this)"
"?Invalidate@TSysShaderHAL@Toshi@@UAEXXZ","10002810","Function","1","Toshi::TSysShaderHAL::Invalidate","","?Invalidate@TSysShaderHAL@Toshi@@UAEXXZ"
"Ordinal_13","100028e0","Function","2","Toshi::TSysShaderHAL::CreateMaterial","","Ordinal_13"
"CreateMaterial","100028e0","Function","2","Toshi::TSysShaderHAL::CreateMaterial","TSysMaterial *","TSysMaterial * CreateMaterial(TSysShaderHAL * this\, char * param_1)"
"?CreateMaterial@TSysShaderHAL@Toshi@@UAEPAVTSysMaterial@2@PBD@Z","100028e0","Function","2","Toshi::TSysShaderHAL::CreateMaterial","","?CreateMaterial@TSysShaderHAL@Toshi@@UAEPAVTSysMaterial@2@PBD@Z"
"Ordinal_14","10002960","Function","2","Toshi::TSysShaderHAL::CreateMesh","","Ordinal_14"
"CreateMesh","10002960","Function","2","Toshi::TSysShaderHAL::CreateMesh","TSysMesh *","TSysMesh * CreateMesh(TSysShaderHAL * this\, char * param_1)"
"?CreateMesh@TSysShaderHAL@Toshi@@UAEPAVTSysMesh@2@PBD@Z","10002960","Function","2","Toshi::TSysShaderHAL::CreateMesh","","?CreateMesh@TSysShaderHAL@Toshi@@UAEPAVTSysMesh@2@PBD@Z"
"Ordinal_49","100029e0","Function","2","Toshi::TSysShaderHAL::Render","","Ordinal_49"
"Render","100029e0","Function","2","Toshi::TSysShaderHAL::Render","void","void Render(TSysShaderHAL * this\, TRenderPacket * param_1)"
"?Render@TSysShaderHAL@Toshi@@UAEXPAVTRenderPacket@2@@Z","100029e0","Function","2","Toshi::TSysShaderHAL::Render","","?Render@TSysShaderHAL@Toshi@@UAEXPAVTRenderPacket@2@@Z"
"Ordinal_24","10002ed0","Function","2","Toshi::TSysShaderHAL::EnableHighEnd","","Ordinal_24"
"EnableHighEnd","10002ed0","Function","2","Toshi::TSysShaderHAL::EnableHighEnd","void","void EnableHighEnd(TSysShaderHAL * this\, bool param_1)"
"?EnableHighEnd@TSysShaderHAL@Toshi@@QAEX_N@Z","10002ed0","Function","2","Toshi::TSysShaderHAL::EnableHighEnd","","?EnableHighEnd@TSysShaderHAL@Toshi@@QAEX_N@Z"
"Ordinal_42","10002f20","Function","1","Toshi::TSysShaderHAL::IsCapableHighEnd","","Ordinal_42"
"IsCapableHighEnd","10002f20","Function","1","Toshi::TSysShaderHAL::IsCapableHighEnd","bool","bool IsCapableHighEnd(TSysShaderHAL * this)"
"?IsCapableHighEnd@TSysShaderHAL@Toshi@@QAE_NXZ","10002f20","Function","1","Toshi::TSysShaderHAL::IsCapableHighEnd","","?IsCapableHighEnd@TSysShaderHAL@Toshi@@QAE_NXZ"
"Ordinal_43","10002f80","Function","1","Toshi::TSysShaderHAL::IsCapableLightScattering","","Ordinal_43"
"IsCapableLightScattering","10002f80","Function","1","Toshi::TSysShaderHAL::IsCapableLightScattering","bool","bool IsCapableLightScattering(TSysShaderHAL * this)"
"?IsCapableLightScattering@TSysShaderHAL@Toshi@@QAE_NXZ","10002f80","Function","1","Toshi::TSysShaderHAL::IsCapableLightScattering","","?IsCapableLightScattering@TSysShaderHAL@Toshi@@QAE_NXZ"
"Ordinal_36","10002fe0","Function","1","Toshi::TSysShaderHAL::GetVertexShaderHandle","","Ordinal_36"
"GetVertexShaderHandle","10002fe0","Function","1","Toshi::TSysShaderHAL::GetVertexShaderHandle","ulong","ulong GetVertexShaderHandle(TSysShaderHAL * this)"
"?GetVertexShaderHandle@TSysShaderHAL@Toshi@@QAEKXZ","10002fe0","Function","1","Toshi::TSysShaderHAL::GetVertexShaderHandle","","?GetVertexShaderHandle@TSysShaderHAL@Toshi@@QAEKXZ"
"Ordinal_52","10003060","Function","1","Toshi::TSysShaderHAL::SetVertexShaderScatteringConstants","","Ordinal_52"
"SetVertexShaderScatteringConstants","10003060","Function","1","Toshi::TSysShaderHAL::SetVertexShaderScatteringConstants","void","void SetVertexShaderScatteringConstants(TSysShaderHAL * this)"
"?SetVertexShaderScatteringConstants@TSysShaderHAL@Toshi@@QAEXXZ","10003060","Function","1","Toshi::TSysShaderHAL::SetVertexShaderScatteringConstants","","?SetVertexShaderScatteringConstants@TSysShaderHAL@Toshi@@QAEXXZ"
"Ordinal_2","10003400","Function","1","Toshi::TSysMaterialHAL::TSysMaterialHAL","","Ordinal_2"
"TSysMaterialHAL","10003400","Function","1","Toshi::TSysMaterialHAL::TSysMaterialHAL","undefined","undefined TSysMaterialHAL(TSysMaterialHAL * this)"
"??0TSysMaterialHAL@Toshi@@QAE@XZ","10003400","Function","1","Toshi::TSysMaterialHAL::TSysMaterialHAL","","??0TSysMaterialHAL@Toshi@@QAE@XZ"
"Ordinal_6","10003430","Function","1","Toshi::TSysMaterialHAL::~TSysMaterialHAL","","Ordinal_6"
"~TSysMaterialHAL","10003430","Function","1","Toshi::TSysMaterialHAL::~TSysMaterialHAL","void","void ~TSysMaterialHAL(TSysMaterialHAL * this)"
"??1TSysMaterialHAL@Toshi@@UAE@XZ","10003430","Function","1","Toshi::TSysMaterialHAL::~TSysMaterialHAL","","??1TSysMaterialHAL@Toshi@@UAE@XZ"
"Ordinal_47","10003460","Function","1","Toshi::TSysMaterialHAL::PreRender","","Ordinal_47"
"PreRender","10003460","Function","1","Toshi::TSysMaterialHAL::PreRender","void","void PreRender(TSysMaterialHAL * this)"
"?PreRender@TSysMaterialHAL@Toshi@@UAEXXZ","10003460","Function","1","Toshi::TSysMaterialHAL::PreRender","","?PreRender@TSysMaterialHAL@Toshi@@UAEXXZ"
"Ordinal_46","10003590","Function","1","Toshi::TSysMaterialHAL::PostRender","","Ordinal_46"
"PostRender","10003590","Function","1","Toshi::TSysMaterialHAL::PostRender","void","void PostRender(TSysMaterialHAL * this)"
"?PostRender@TSysMaterialHAL@Toshi@@UAEXXZ","10003590","Function","1","Toshi::TSysMaterialHAL::PostRender","","?PostRender@TSysMaterialHAL@Toshi@@UAEXXZ"
"Ordinal_48","100035f0","Function","1","Toshi::TSysMeshHAL::Render","","Ordinal_48"
"Render","100035f0","Function","1","Toshi::TSysMeshHAL::Render","bool","bool Render(TSysMeshHAL * this)"
"?Render@TSysMeshHAL@Toshi@@UAE_NXZ","100035f0","Function","1","Toshi::TSysMeshHAL::Render","","?Render@TSysMeshHAL@Toshi@@UAE_NXZ"
"Ordinal_7","10003780","Function","1","Toshi::TSysMeshHAL::~TSysMeshHAL","","Ordinal_7"
"~TSysMeshHAL","10003780","Function","1","Toshi::TSysMeshHAL::~TSysMeshHAL","void","void ~TSysMeshHAL(TSysMeshHAL * this)"
"??1TSysMeshHAL@Toshi@@UAE@XZ","10003780","Function","1","Toshi::TSysMeshHAL::~TSysMeshHAL","","??1TSysMeshHAL@Toshi@@UAE@XZ"
"Ordinal_4","10003790","Function","1","Toshi::TSysMeshHAL::TSysMeshHAL","","Ordinal_4"
"TSysMeshHAL","10003790","Function","1","Toshi::TSysMeshHAL::TSysMeshHAL","undefined","undefined TSysMeshHAL(TSysMeshHAL * this)"
"??0TSysMeshHAL@Toshi@@QAE@XZ","10003790","Function","1","Toshi::TSysMeshHAL::TSysMeshHAL","","??0TSysMeshHAL@Toshi@@QAE@XZ"
"Ordinal_22","100037b0","Function","0","Toshi::TSysMeshHAL::DeinitialiseStatic","","Ordinal_22"
"DeinitialiseStatic","100037b0","Function","0","Toshi::TSysMeshHAL::DeinitialiseStatic","void","void DeinitialiseStatic(void)"
"?DeinitialiseStatic@TSysMeshHAL@Toshi@@CGXXZ","100037b0","Function","0","Toshi::TSysMeshHAL::DeinitialiseStatic","","?DeinitialiseStatic@TSysMeshHAL@Toshi@@CGXXZ"
"Ordinal_39","100037c0","Function","0","Toshi::TSysMeshHAL::InitialiseStatic","","Ordinal_39"
"InitialiseStatic","100037c0","Function","0","Toshi::TSysMeshHAL::InitialiseStatic","void","void InitialiseStatic(void)"
"?InitialiseStatic@TSysMeshHAL@Toshi@@CGXXZ","100037c0","Function","0","Toshi::TSysMeshHAL::InitialiseStatic","","?InitialiseStatic@TSysMeshHAL@Toshi@@CGXXZ"
"Ordinal_19","100037d0","Function","1","Toshi::TSysMeshHAL::CreateObjectInPlace","","Ordinal_19"
"CreateObjectInPlace","100037d0","Function","1","Toshi::TSysMeshHAL::CreateObjectInPlace","TObject *","TObject * CreateObjectInPlace(void * param_1)"
"?CreateObjectInPlace@TSysMeshHAL@Toshi@@CGPAVTObject@2@PAX@Z","100037d0","Function","1","Toshi::TSysMeshHAL::CreateObjectInPlace","","?CreateObjectInPlace@TSysMeshHAL@Toshi@@CGPAVTObject@2@PAX@Z"
"Ordinal_16","100037f0","Function","0","Toshi::TSysMeshHAL::CreateObject","","Ordinal_16"
"CreateObject","100037f0","Function","0","Toshi::TSysMeshHAL::CreateObject","TObject *","TObject * CreateObject(void)"
"?CreateObject@TSysMeshHAL@Toshi@@CGPAVTObject@2@XZ","100037f0","Function","0","Toshi::TSysMeshHAL::CreateObject","","?CreateObject@TSysMeshHAL@Toshi@@CGPAVTObject@2@XZ"
"Ordinal_27","10003820","Function","1","Toshi::TSysMeshHAL::GetClass","","Ordinal_27"
"GetClass","10003820","Function","1","Toshi::TSysMeshHAL::GetClass","TClass *","TClass * GetClass(TSysMeshHAL * this)"
"?GetClass@TSysMeshHAL@Toshi@@UBEAAVTClass@2@XZ","10003820","Function","1","Toshi::TSysMeshHAL::GetClass","","?GetClass@TSysMeshHAL@Toshi@@UBEAAVTClass@2@XZ"
"Ordinal_21","10003830","Function","0","Toshi::TSysMaterialHAL::DeinitialiseStatic","","Ordinal_21"
"DeinitialiseStatic","10003830","Function","0","Toshi::TSysMaterialHAL::DeinitialiseStatic","void","void DeinitialiseStatic(void)"
"?DeinitialiseStatic@TSysMaterialHAL@Toshi@@CGXXZ","10003830","Function","0","Toshi::TSysMaterialHAL::DeinitialiseStatic","","?DeinitialiseStatic@TSysMaterialHAL@Toshi@@CGXXZ"
"Ordinal_38","10003840","Function","0","Toshi::TSysMaterialHAL::InitialiseStatic","","Ordinal_38"
"InitialiseStatic","10003840","Function","0","Toshi::TSysMaterialHAL::InitialiseStatic","void","void InitialiseStatic(void)"
"?InitialiseStatic@TSysMaterialHAL@Toshi@@CGXXZ","10003840","Function","0","Toshi::TSysMaterialHAL::InitialiseStatic","","?InitialiseStatic@TSysMaterialHAL@Toshi@@CGXXZ"
"Ordinal_18","10003850","Function","1","Toshi::TSysMaterialHAL::CreateObjectInPlace","","Ordinal_18"
"CreateObjectInPlace","10003850","Function","1","Toshi::TSysMaterialHAL::CreateObjectInPlace","TObject *","TObject * CreateObjectInPlace(void * param_1)"
"?CreateObjectInPlace@TSysMaterialHAL@Toshi@@CGPAVTObject@2@PAX@Z","10003850","Function","1","Toshi::TSysMaterialHAL::CreateObjectInPlace","","?CreateObjectInPlace@TSysMaterialHAL@Toshi@@CGPAVTObject@2@PAX@Z"
"Ordinal_15","10003870","Function","0","Toshi::TSysMaterialHAL::CreateObject","","Ordinal_15"
"CreateObject","10003870","Function","0","Toshi::TSysMaterialHAL::CreateObject","TObject *","TObject * CreateObject(void)"
"?CreateObject@TSysMaterialHAL@Toshi@@CGPAVTObject@2@XZ","10003870","Function","0","Toshi::TSysMaterialHAL::CreateObject","","?CreateObject@TSysMaterialHAL@Toshi@@CGPAVTObject@2@XZ"
"Ordinal_26","100038a0","Function","1","Toshi::TSysMaterialHAL::GetClass","","Ordinal_26"
"GetClass","100038a0","Function","1","Toshi::TSysMaterialHAL::GetClass","TClass *","TClass * GetClass(TSysMaterialHAL * this)"
"?GetClass@TSysMaterialHAL@Toshi@@UBEAAVTClass@2@XZ","100038a0","Function","1","Toshi::TSysMaterialHAL::GetClass","","?GetClass@TSysMaterialHAL@Toshi@@UBEAAVTClass@2@XZ"
"Ordinal_35","100038b0","Function","1","Toshi::TSysShaderHAL::GetTerrainShader","","Ordinal_35"
"GetTerrainShader","100038b0","Function","1","Toshi::TSysShaderHAL::GetTerrainShader","TTerrainShader *","TTerrainShader * GetTerrainShader(TSysShaderHAL * this)"
"?GetTerrainShader@TSysShaderHAL@Toshi@@AAEPAVTTerrainShader@2@XZ","100038b0","Function","1","Toshi::TSysShaderHAL::GetTerrainShader","","?GetTerrainShader@TSysShaderHAL@Toshi@@AAEPAVTTerrainShader@2@XZ"
"Ordinal_51","100038e0","Function","2","Toshi::TSysShaderHAL::SetLightScattering","","Ordinal_51"
"SetLightScattering","100038e0","Function","2","Toshi::TSysShaderHAL::SetLightScattering","void","void SetLightScattering(TSysShaderHAL * this\, bool param_1)"
"?SetLightScattering@TSysShaderHAL@Toshi@@UAEX_N@Z","100038e0","Function","2","Toshi::TSysShaderHAL::SetLightScattering","","?SetLightScattering@TSysShaderHAL@Toshi@@UAEX_N@Z"
