"Name","Location","Type","Param Count","Function Name","Data Type","Preview"
"TGUITextureFactory","External[000095ee]","External Function","1","TGUIINTERFACE.DLL::Toshi::TGUITextureFactory::TGUITextureFactory","undefined","undefined TGUITextureFactory(TGUITextureFactory * this)"
"m_sClass","External[00009614]","External Data","","","TClass","m_sClass"
"~TGUITextureFactory","External[00009648]","External Function","1","TGUIINTERFACE.DLL::Toshi::TGUITextureFactory::~TGUITextureFactory","void","void ~TGUITextureFactory(TGUITextureFactory * this)"
"tfree","External[00009680]","External Function","1","TKERNELINTERFACE.DLL::tfree","void","void tfree(void * param_1)"
"tmalloc","External[00009694]","External Function","3","TKERNELINTERFACE.DLL::tmalloc","void *","void * tmalloc(int param_1\, char * param_2\, int param_3)"
"IDENTITY","External[000096ae]","External Data","","","TMatrix44","IDENTITY"
"Translate","External[000096d2]","External Function","4","TKERNELINTERFACE.DLL::Toshi::TMatrix44::Translate","void","void Translate(TMatrix44 * this\, float param_1\, float param_2\, float param_3)"
"RotateZ","External[000096fa]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TMatrix44::RotateZ","void","void RotateZ(TMatrix44 * this\, float param_1)"
"Scale","External[0000971e]","External Function","4","TKERNELINTERFACE.DLL::Toshi::TMatrix44::Scale","void","void Scale(TMatrix44 * this\, float param_1\, float param_2\, float param_3)"
"operator[]","External[00009742]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TWString::operator[]","ushort *","ushort * operator[](TWString * this\, int param_1)"
"Length","External[00009762]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TWString::Length","int","int Length(TWString * this)"
"ms_wsEmpty","External[00009784]","External Data","","","TWString","ms_wsEmpty"
"ms_sEmpty","External[000097b2]","External Data","","","TWString","ms_sEmpty"
"IsTemporary","External[000097e0]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TLocalisedString::IsTemporary","bool","bool IsTemporary(TLocalisedString * this)"
"PI","External[00009810]","External Data","","","float","PI"
"NormaliseAngle","External[00009828]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TMath::NormaliseAngle","void","void NormaliseAngle(float * param_1)"
"~TClass","External[00009850]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TClass::~TClass","void","void ~TClass(TClass * this)"
"TClass","External[0000986a]","External Function","8","TKERNELINTERFACE.DLL::Toshi::TClass::TClass","undefined","undefined TClass(TClass * this\, char * param_1\, TClass * param_2\, _func_TObject_ptr * param_3\, _func_TObject_ptr_void_ptr * param_4\, _func_void * param_5\, _func_void * param_6\, uint param_7)"
"Delete","External[000098b6]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TPooledCString::Delete","void","void Delete(TPooledCString * this)"
"operator=","External[000098de]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::operator=","TCString *","TCString * operator=(TCString * this\, char * param_1)"
"operator_char_const*","External[00009902]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TCString::operator_char_const*","char *","char * operator_char_const*(TCString * this)"
"Delete","External[00009920]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TObject::Delete","void","void Delete(TObject * this)"
"TGenericListener","External[00009940]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TGenericListener::TGenericListener","undefined","undefined TGenericListener(TGenericListener * this)"
"Connect","External[00009964]","External Function","5","TKERNELINTERFACE.DLL::Toshi::TGenericListener::Connect","void","void Connect(TGenericListener * this\, TGenericEmitter * param_1\, void * param_2\, _func_bool_void_ptr_void_ptr_void_ptr * param_3\, int param_4)"
"Disconnect","External[000099b2]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TGenericListener::Disconnect","void","void Disconnect(TGenericListener * this)"
"~TGenericListener","External[000099e0]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TGenericListener::~TGenericListener","void","void ~TGenericListener(TGenericListener * this)"
"TCString","External[00009a04]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TCString::TCString","undefined","undefined TCString(TCString * this)"
"operator+","External[00009a20]","External Function","2","TKERNELINTERFACE.DLL::Toshi::operator+","TCString","TCString operator+(TCString * param_1\, TPCString * param_2)"
"Destroy","External[00009a54]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TFile::Destroy","void","void Destroy(TFile * param_1)"
"Create","External[00009a78]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TFile::Create","TFile *","TFile * Create(TCString * param_1\, uint param_2)"
"operator+","External[00009aaa]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::operator+","TCString","TCString operator+(TCString * this\, char * param_1)"
"operator=","External[00009ace]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::operator=","TCString *","TCString * operator=(TCString * this\, TCString * param_1)"
"~TCString","External[00009af6]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TCString::~TCString","void","void ~TCString(TCString * this)"
"ms_sEmpty","External[00009b12]","External Data","","","TCString","ms_sEmpty"
"IsA","External[00009b40]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TObject::IsA","bool","bool IsA(TObject * this\, TClass * param_1)"
"Find","External[00009b6a]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TClass::Find","TClass *","TClass * Find(char * param_1\, TClass * param_2)"
"GetString","External[00009b94]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCString::GetString","char *","char * GetString(TCString * this\, int param_1)"
"IsEmpty","External[00009bbc]","External Function","1","TKERNELINTERFACE.DLL::Toshi::TCString::IsEmpty","bool","bool IsEmpty(TCString * this)"
"Get","External[00009be0]","External Function","2","TKERNELINTERFACE.DLL::Toshi::TCStringPool::Get","TPCString","TPCString Get(TCStringPool * this\, char * param_1)"
"GetCStringPool","External[00009c14]","External Function","0","TKERNELINTERFACE.DLL::Toshi::TSystem::GetCStringPool","TCStringPool *","TCStringPool * GetCStringPool(void)"
"GetCurrentRenderContext","External[00009c62]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::GetCurrentRenderContext","TRenderContext *","TRenderContext * GetCurrentRenderContext(TRenderInterface * this)"
"SetProjType","External[00009cb0]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderContext::SetProjType","void","void SetProjType(TRenderContext * this\, PROJTYPE param_1)"
"SetProjectionParameters","External[00009cea]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderContext::SetProjectionParameters","void","void SetProjectionParameters(TRenderContext * this\, PROJECTIONPARAMS * param_1)"
"m_sClass","External[00009d3a]","External Data","","","TClass","m_sClass"
"GetSystemResource","External[00009d68]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::GetSystemResource","TResource *","TResource * GetSystemResource(TRenderInterface * this\, SYSRESOURCES param_1)"
"FindResource","External[00009dbc]","External Function","3","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::FindResource","TResource *","TResource * FindResource(TRenderInterface * this\, char * param_1\, TResource * param_2)"
"CreateResource","External[00009e02]","External Function","4","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::CreateResource","TResource *","TResource * CreateResource(TRenderInterface * this\, TClass * param_1\, char * param_2\, TResource * param_3)"
"FlushShaders","External[00009e56]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TRenderInterface::FlushShaders","void","void FlushShaders(TRenderInterface * this)"
"TResource","External[00009e86]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::TResource","undefined","undefined TResource(TResource * this)"
"GetHeight","External[00009ea4]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TViewport::GetHeight","float","float GetHeight(TViewport * this)"
"GetWidth","External[00009eca]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TViewport::GetWidth","float","float GetWidth(TViewport * this)"
"m_sClass","External[00009eee]","External Data","","","TClass","m_sClass"
"Create","External[00009f18]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::Create","bool","bool Create(TResource * this)"
"~TResource","External[00009f3c]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::~TResource","void","void ~TResource(TResource * this)"
"GetRenderer","External[00009f5a]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::GetRenderer","TRenderInterface *","TRenderInterface * GetRenderer(TResource * this)"
"Validate","External[00009f96]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::Validate","bool","bool Validate(TResource * this)"
"Invalidate","External[00009fbc]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::Invalidate","void","void Invalidate(TResource * this)"
"DestroyResource","External[00009fe2]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::DestroyResource","void","void DestroyResource(TResource * this)"
"OnLostDevice","External[0000a00e]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::OnLostDevice","bool","bool OnLostDevice(TResource * this)"
"OnResetDevice","External[0000a038]","External Function","1","TRENDERINTERFACE.DLL::Toshi::TResource::OnResetDevice","bool","bool OnResetDevice(TResource * this)"
"s_Interface","External[0000a062]","External Data","","","TRenderInterface *","s_Interface"
"GetMaterial","External[0000a092]","External Function","2","TRENDERINTERFACE.DLL::Toshi::TMaterialLibraryManager::GetMaterial","TMaterial *","TMaterial * GetMaterial(TMaterialLibraryManager * this\, char * param_1)"
"atoi","External[0000a0ee]","External Function","0","MSVCRT.DLL::atoi","undefined","undefined atoi()"
"isspace","External[0000a0f6]","External Function","0","MSVCRT.DLL::isspace","undefined","undefined isspace()"
"__dllonexit","External[0000a100]","External Function","0","MSVCRT.DLL::__dllonexit","undefined","undefined __dllonexit()"
"_onexit","External[0000a10e]","External Function","0","MSVCRT.DLL::_onexit","undefined","undefined _onexit()"
"free","External[0000a124]","External Function","0","MSVCRT.DLL::free","undefined","undefined free()"
"_initterm","External[0000a12c]","External Function","0","MSVCRT.DLL::_initterm","undefined","undefined _initterm()"
"malloc","External[0000a138]","External Function","0","MSVCRT.DLL::malloc","undefined","undefined malloc()"
"_adjust_fdiv","External[0000a142]","External Data","","","","_adjust_fdiv"
"DisableThreadLibraryCalls","External[0000a152]","External Data","","","","DisableThreadLibraryCalls"
"Ordinal_3","10001080","Function","1","PGUITRDisplayContext::PGUITRDisplayContext","","Ordinal_3"
"PGUITRDisplayContext","10001080","Function","1","PGUITRDisplayContext::PGUITRDisplayContext","undefined","undefined PGUITRDisplayContext(PGUITRDisplayContext * this)"
"??0PGUITRDisplayContext@@QAE@XZ","10001080","Function","1","PGUITRDisplayContext::PGUITRDisplayContext","","??0PGUITRDisplayContext@@QAE@XZ"
"Ordinal_13","10001140","Function","1","PGUITRDisplayContext::~PGUITRDisplayContext","","Ordinal_13"
"~PGUITRDisplayContext","10001140","Function","1","PGUITRDisplayContext::~PGUITRDisplayContext","void","void ~PGUITRDisplayContext(PGUITRDisplayContext * this)"
"??1PGUITRDisplayContext@@UAE@XZ","10001140","Function","1","PGUITRDisplayContext::~PGUITRDisplayContext","","??1PGUITRDisplayContext@@UAE@XZ"
"Ordinal_31","100011b0","Function","2","PGUITRDisplayContext::Create","","Ordinal_31"
"Create","100011b0","Function","2","PGUITRDisplayContext::Create","void","void Create(PGUITRDisplayContext * this\, int * param_1)"
"?Create@PGUITRDisplayContext@@QAEXV?$TManagedPtr@VTRenderInterface@Toshi@@@Toshi@@@Z","100011b0","Function","2","PGUITRDisplayContext::Create","","?Create@PGUITRDisplayContext@@QAEXV?$TManagedPtr@VTRenderInterface@Toshi@@@Toshi@@@Z"
"Ordinal_32","10001260","Function","4","PGUITRDisplayContext::Create","","Ordinal_32"
"Create","10001260","Function","4","PGUITRDisplayContext::Create","void","void Create(PGUITRDisplayContext * this\, int * param_1\, undefined4 param_2\, undefined4 param_3)"
"?Create@PGUITRDisplayContext@@QAEXV?$TManagedPtr@VTRenderInterface@Toshi@@@Toshi@@PAVPGUITRTextureFactory@@PAVPGUITRFontFactory@@@Z","10001260","Function","4","PGUITRDisplayContext::Create","","?Create@PGUITRDisplayContext@@QAEXV?$TManagedPtr@VTRenderInterface@Toshi@@@Toshi@@PAVPGUITRTextureFactory@@PAVPGUITRFontFactory@@@Z"
"Ordinal_28","100012e0","Function","1","PGUITRDisplayContext::BeginScene","","Ordinal_28"
"BeginScene","100012e0","Function","1","PGUITRDisplayContext::BeginScene","void","void BeginScene(PGUITRDisplayContext * this)"
"?BeginScene@PGUITRDisplayContext@@UAEXXZ","100012e0","Function","1","PGUITRDisplayContext::BeginScene","","?BeginScene@PGUITRDisplayContext@@UAEXXZ"
"Ordinal_128","10001480","Function","4","PGUITRDisplayContext::PushRotation","","Ordinal_128"
"PushRotation","10001480","Function","4","PGUITRDisplayContext::PushRotation","void","void PushRotation(PGUITRDisplayContext * this\, float param_1\, int param_2\, int param_3)"
"?PushRotation@PGUITRDisplayContext@@UAEXMHH@Z","10001480","Function","4","PGUITRDisplayContext::PushRotation","","?PushRotation@PGUITRDisplayContext@@UAEXMHH@Z"
"Ordinal_129","100016b0","Function","3","PGUITRDisplayContext::PushScale","","Ordinal_129"
"PushScale","100016b0","Function","3","PGUITRDisplayContext::PushScale","void","void PushScale(PGUITRDisplayContext * this\, float param_1\, float param_2)"
"?PushScale@PGUITRDisplayContext@@UAEXMM@Z","100016b0","Function","3","PGUITRDisplayContext::PushScale","","?PushScale@PGUITRDisplayContext@@UAEXMM@Z"
"Ordinal_125","10001880","Function","1","PGUITRDisplayContext::PopTransform","","Ordinal_125"
"PopTransform","10001880","Function","1","PGUITRDisplayContext::PopTransform","void","void PopTransform(PGUITRDisplayContext * this)"
"?PopTransform@PGUITRDisplayContext@@UAEXXZ","10001880","Function","1","PGUITRDisplayContext::PopTransform","","?PopTransform@PGUITRDisplayContext@@UAEXXZ"
"Ordinal_127","100018c0","Function","2","PGUITRDisplayContext::PushModulateColour","","Ordinal_127"
"PushModulateColour","100018c0","Function","2","PGUITRDisplayContext::PushModulateColour","void","void PushModulateColour(PGUITRDisplayContext * this\, TGUIColour * param_1)"
"?PushModulateColour@PGUITRDisplayContext@@UAEXABVTGUIColour@Toshi@@@Z","100018c0","Function","2","PGUITRDisplayContext::PushModulateColour","","?PushModulateColour@PGUITRDisplayContext@@UAEXABVTGUIColour@Toshi@@@Z"
"Ordinal_124","10001970","Function","1","PGUITRDisplayContext::PopModulateColour","","Ordinal_124"
"PopModulateColour","10001970","Function","1","PGUITRDisplayContext::PopModulateColour","void","void PopModulateColour(PGUITRDisplayContext * this)"
"?PopModulateColour@PGUITRDisplayContext@@UAEXXZ","10001970","Function","1","PGUITRDisplayContext::PopModulateColour","","?PopModulateColour@PGUITRDisplayContext@@UAEXXZ"
"Ordinal_126","10001a10","Function","2","PGUITRDisplayContext::PushAdditiveColour","","Ordinal_126"
"PushAdditiveColour","10001a10","Function","2","PGUITRDisplayContext::PushAdditiveColour","void","void PushAdditiveColour(PGUITRDisplayContext * this\, TGUIColour * param_1)"
"?PushAdditiveColour@PGUITRDisplayContext@@UAEXABVTGUIColour@Toshi@@@Z","10001a10","Function","2","PGUITRDisplayContext::PushAdditiveColour","","?PushAdditiveColour@PGUITRDisplayContext@@UAEXABVTGUIColour@Toshi@@@Z"
"Ordinal_123","10001ac0","Function","1","PGUITRDisplayContext::PopAdditiveColour","","Ordinal_123"
"PopAdditiveColour","10001ac0","Function","1","PGUITRDisplayContext::PopAdditiveColour","void","void PopAdditiveColour(PGUITRDisplayContext * this)"
"?PopAdditiveColour@PGUITRDisplayContext@@UAEXXZ","10001ac0","Function","1","PGUITRDisplayContext::PopAdditiveColour","","?PopAdditiveColour@PGUITRDisplayContext@@UAEXXZ"
"Ordinal_53","10001b60","Function","6","PGUITRDisplayContext::DrawLine","","Ordinal_53"
"DrawLine","10001b60","Function","6","PGUITRDisplayContext::DrawLine","void","void DrawLine(PGUITRDisplayContext * this\, int param_1\, int param_2\, int param_3\, int param_4\, TGUIColour * param_5)"
"?DrawLine@PGUITRDisplayContext@@UAEXHHHHABVTGUIColour@Toshi@@@Z","10001b60","Function","6","PGUITRDisplayContext::DrawLine","","?DrawLine@PGUITRDisplayContext@@UAEXHHHHABVTGUIColour@Toshi@@@Z"
"Ordinal_52","10001c30","Function","6","PGUITRDisplayContext::DrawLabel","","Ordinal_52"
"DrawLabel","10001c30","Function","6","PGUITRDisplayContext::DrawLabel","void","void DrawLabel(PGUITRDisplayContext * this\, TGUIRectangle * param_1\, TGUIFont * param_2\, TGUIColour * param_3\, TWString * param_4\, bool param_5)"
"?DrawLabel@PGUITRDisplayContext@@UAEXPBVTGUIRectangle@Toshi@@PBVTGUIFont@3@ABVTGUIColour@3@ABVTWString@3@_N@Z","10001c30","Function","6","PGUITRDisplayContext::DrawLabel","","?DrawLabel@PGUITRDisplayContext@@UAEXPBVTGUIRectangle@Toshi@@PBVTGUIFont@3@ABVTGUIColour@3@ABVTWString@3@_N@Z"
"Ordinal_51","10001e50","Function","5","PGUITRDisplayContext::DrawLabel","","Ordinal_51"
"DrawLabel","10001e50","Function","5","PGUITRDisplayContext::DrawLabel","void","void DrawLabel(PGUITRDisplayContext * this\, TGUIRectangle * param_1\, TGUIFont * param_2\, TGUIColour * param_3\, TLString * param_4)"
"?DrawLabel@PGUITRDisplayContext@@UAEXPBVTGUIRectangle@Toshi@@PBVTGUIFont@3@ABVTGUIColour@3@ABVTLString@3@@Z","10001e50","Function","5","PGUITRDisplayContext::DrawLabel","","?DrawLabel@PGUITRDisplayContext@@UAEXPBVTGUIRectangle@Toshi@@PBVTGUIFont@3@ABVTGUIColour@3@ABVTLString@3@@Z"
"Ordinal_50","10001ec0","Function","6","PGUITRDisplayContext::DrawLabel","","Ordinal_50"
"DrawLabel","10001ec0","Function","6","PGUITRDisplayContext::DrawLabel","void","void DrawLabel(PGUITRDisplayContext * this\, TGUIRectangle * param_1\, TGUIFont * param_2\, TGUIColour * param_3\, TLString * param_4\, TGUIRectangle * param_5)"
"?DrawLabel@PGUITRDisplayContext@@UAEXPBVTGUIRectangle@Toshi@@PBVTGUIFont@3@ABVTGUIColour@3@ABVTLString@3@0@Z","10001ec0","Function","6","PGUITRDisplayContext::DrawLabel","","?DrawLabel@PGUITRDisplayContext@@UAEXPBVTGUIRectangle@Toshi@@PBVTGUIFont@3@ABVTGUIColour@3@ABVTLString@3@0@Z"
"Ordinal_55","10002190","Function","7","PGUITRDisplayContext::DrawTexturePie","","Ordinal_55"
"DrawTexturePie","10002190","Function","7","PGUITRDisplayContext::DrawTexturePie","void","void DrawTexturePie(PGUITRDisplayContext * this\, TGUITextureSection * param_1\, TGUIColour * param_2\, int param_3\, int param_4\, float param_5\, float param_6)"
"?DrawTexturePie@PGUITRDisplayContext@@UAEXPBVTGUITextureSection@Toshi@@ABVTGUIColour@3@HHMM@Z","10002190","Function","7","PGUITRDisplayContext::DrawTexturePie","","?DrawTexturePie@PGUITRDisplayContext@@UAEXPBVTGUITextureSection@Toshi@@ABVTGUIColour@3@HHMM@Z"
"Ordinal_110","10003610","Function","13","PGUITRDisplayContext::InsertRectIntoMesh","","Ordinal_110"
"InsertRectIntoMesh","10003610","Function","13","PGUITRDisplayContext::InsertRectIntoMesh","void","void InsertRectIntoMesh(PGUITRDisplayContext * this\, Texture * param_1\, TGUIColour * param_2\, float param_3\, float param_4\, float param_5\, float param_6\, float param_7\, float param_8\, float param_9\, float param_10\, float param_11\, StripDirection param_12)"
"?InsertRectIntoMesh@PGUITRDisplayContext@@QAEXPAVTexture@PGUITRTextureFactory@@ABVTGUIColour@Toshi@@MMMMMMMMMW4StripDirection@1@@Z","10003610","Function","13","PGUITRDisplayContext::InsertRectIntoMesh","","?InsertRectIntoMesh@PGUITRDisplayContext@@QAEXPAVTexture@PGUITRTextureFactory@@ABVTGUIColour@Toshi@@MMMMMMMMMW4StripDirection@1@@Z"
"Ordinal_60","100036d0","Function","13","PGUITRDisplayContext::FollowRectIntoMesh","","Ordinal_60"
"FollowRectIntoMesh","100036d0","Function","13","PGUITRDisplayContext::FollowRectIntoMesh","void","void FollowRectIntoMesh(PGUITRDisplayContext * this\, Texture * param_1\, TGUIColour * param_2\, float param_3\, float param_4\, float param_5\, float param_6\, float param_7\, float param_8\, float param_9\, float param_10\, float param_11\, StripDirection param_12)"
"?FollowRectIntoMesh@PGUITRDisplayContext@@QAEXPAVTexture@PGUITRTextureFactory@@ABVTGUIColour@Toshi@@MMMMMMMMMW4StripDirection@1@@Z","100036d0","Function","13","PGUITRDisplayContext::FollowRectIntoMesh","","?FollowRectIntoMesh@PGUITRDisplayContext@@QAEXPAVTexture@PGUITRTextureFactory@@ABVTGUIColour@Toshi@@MMMMMMMMMW4StripDirection@1@@Z"
"Ordinal_104","10003790","Function","9","PGUITRDisplayContext::Imp_DrawTextureSection","","Ordinal_104"
"Imp_DrawTextureSection","10003790","Function","9","PGUITRDisplayContext::Imp_DrawTextureSection","void","void Imp_DrawTextureSection(PGUITRDisplayContext * this\, TGUITextureSection * param_1\, TGUIColour * param_2\, int param_3\, int param_4\, int param_5\, int param_6\, TGUIAlignment param_7\, TGUIAlignment param_8)"
"?Imp_DrawTextureSection@PGUITRDisplayContext@@MAEXPBVTGUITextureSection@Toshi@@ABVTGUIColour@3@HHHHW4TGUIAlignment@3@2@Z","10003790","Function","9","PGUITRDisplayContext::Imp_DrawTextureSection","","?Imp_DrawTextureSection@PGUITRDisplayContext@@MAEXPBVTGUITextureSection@Toshi@@ABVTGUIColour@3@HHHHW4TGUIAlignment@3@2@Z"
"Ordinal_103","10003910","Function","6","PGUITRDisplayContext::Imp_DrawOutlineRectangle","","Ordinal_103"
"Imp_DrawOutlineRectangle","10003910","Function","6","PGUITRDisplayContext::Imp_DrawOutlineRectangle","void","void Imp_DrawOutlineRectangle(PGUITRDisplayContext * this\, int param_1\, int param_2\, int param_3\, int param_4\, TGUIColour * param_5)"
"?Imp_DrawOutlineRectangle@PGUITRDisplayContext@@MAEXHHHHABVTGUIColour@Toshi@@@Z","10003910","Function","6","PGUITRDisplayContext::Imp_DrawOutlineRectangle","","?Imp_DrawOutlineRectangle@PGUITRDisplayContext@@MAEXHHHHABVTGUIColour@Toshi@@@Z"
"Ordinal_102","100039e0","Function","6","PGUITRDisplayContext::Imp_DrawFilledRectangle","","Ordinal_102"
"Imp_DrawFilledRectangle","100039e0","Function","6","PGUITRDisplayContext::Imp_DrawFilledRectangle","void","void Imp_DrawFilledRectangle(PGUITRDisplayContext * this\, int param_1\, int param_2\, int param_3\, int param_4\, TGUIColour * param_5)"
"?Imp_DrawFilledRectangle@PGUITRDisplayContext@@MAEXHHHHABVTGUIColour@Toshi@@@Z","100039e0","Function","6","PGUITRDisplayContext::Imp_DrawFilledRectangle","","?Imp_DrawFilledRectangle@PGUITRDisplayContext@@MAEXHHHHABVTGUIColour@Toshi@@@Z"
"Ordinal_134","10003ab0","Function","9","PGUITRDisplayContext::RenderTexture","","Ordinal_134"
"RenderTexture","10003ab0","Function","9","PGUITRDisplayContext::RenderTexture","void","void RenderTexture(PGUITRDisplayContext * this\, TGUITextureSection * param_1\, TGUIColour * param_2\, int param_3\, int param_4\, int param_5\, int param_6\, int param_7\, int param_8)"
"?RenderTexture@PGUITRDisplayContext@@IAEXPBVTGUITextureSection@Toshi@@ABVTGUIColour@3@HHHHHH@Z","10003ab0","Function","9","PGUITRDisplayContext::RenderTexture","","?RenderTexture@PGUITRDisplayContext@@IAEXPBVTGUITextureSection@Toshi@@ABVTGUIColour@3@HHHHHH@Z"
"Ordinal_133","100040d0","Function","9","PGUITRDisplayContext::RenderComplex","","Ordinal_133"
"RenderComplex","100040d0","Function","9","PGUITRDisplayContext::RenderComplex","void","void RenderComplex(PGUITRDisplayContext * this\, TGUITextureSection * param_1\, TGUIColour * param_2\, int param_3\, int param_4\, int param_5\, int param_6\, int param_7\, int param_8)"
"?RenderComplex@PGUITRDisplayContext@@IAEXPBVTGUITextureSection@Toshi@@ABVTGUIColour@3@HHHHHH@Z","100040d0","Function","9","PGUITRDisplayContext::RenderComplex","","?RenderComplex@PGUITRDisplayContext@@IAEXPBVTGUITextureSection@Toshi@@ABVTGUIColour@3@HHHHHH@Z"
"Ordinal_30","10005920","Function","1","PGUITRDisplayContext::Create","","Ordinal_30"
"Create","10005920","Function","1","PGUITRDisplayContext::Create","void","void Create(PGUITRDisplayContext * this)"
"?Create@PGUITRDisplayContext@@AAEXXZ","10005920","Function","1","PGUITRDisplayContext::Create","","?Create@PGUITRDisplayContext@@AAEXXZ"
"Ordinal_66","100059f0","Function","1","PGUITRDisplayContext::GetDepthIncrement","","Ordinal_66"
"GetDepthIncrement","100059f0","Function","1","PGUITRDisplayContext::GetDepthIncrement","float","float GetDepthIncrement(PGUITRDisplayContext * this)"
"?GetDepthIncrement@PGUITRDisplayContext@@UAEMXZ","100059f0","Function","1","PGUITRDisplayContext::GetDepthIncrement","","?GetDepthIncrement@PGUITRDisplayContext@@UAEMXZ"
"Ordinal_74","10005a00","Function","1","PGUITRDisplayContext::GetFrontDepth","","Ordinal_74"
"GetFrontDepth","10005a00","Function","1","PGUITRDisplayContext::GetFrontDepth","float","float GetFrontDepth(PGUITRDisplayContext * this)"
"?GetFrontDepth@PGUITRDisplayContext@@UAEMXZ","10005a00","Function","1","PGUITRDisplayContext::GetFrontDepth","","?GetFrontDepth@PGUITRDisplayContext@@UAEMXZ"
"Ordinal_61","10005a10","Function","1","PGUITRDisplayContext::GetBackDepth","","Ordinal_61"
"GetBackDepth","10005a10","Function","1","PGUITRDisplayContext::GetBackDepth","float","float GetBackDepth(PGUITRDisplayContext * this)"
